SaleDate,CouncilArea,RealEstateAgent,RegionName,Suburb,AvgRoomSize,Bathrooms,Bedrooms,BuildingArea,BuildingToLandRatio,CarSpots,DistanceToCBD,LandSize,Latitude,Longitude,NeighbouringProperties,Postcode,PropertyAge,Rooms,YearBuilt,Price
2016-12-11,Yarra_City,Biggin,Northern_Metropolitan,Other,47.0,2.0,2.0,94.0,1.0,1.0,2.5,0.0,-37.8078,144.9965,4019.0,3067.0,7.0,2.0,2009.0,750000.0
2016-12-11,Yarra_City,Biggin,Northern_Metropolitan,Other,33.25,1.0,3.0,133.0,0.259765625,2.0,2.5,512.0,-37.8084,144.9942,4019.0,3067.0,46.0,4.0,1970.0,1985000.0
2016-12-11,Yarra_City,Biggin,Northern_Metropolitan,Other,133.0,1.0,3.0,133.0,0.259765625,2.0,2.5,512.0,-37.80046,145.0032,4019.0,3067.0,46.0,1.0,1970.0,500000.0
2016-08-13,Yarra_City,Biggin,Northern_Metropolitan,Other,66.5,1.0,2.0,133.0,0.6820512820512821,1.0,2.5,195.0,-37.8084,144.9973,4019.0,3067.0,46.0,2.0,1970.0,1172500.0
2016-05-14,Yarra_City,Greg,Northern_Metropolitan,Other,133.0,1.0,1.0,133.0,1.0,1.0,2.5,0.0,-37.8016,144.9988,4019.0,3067.0,46.0,1.0,1970.0,441000.0
2016-07-16,Yarra_City,Jellis,Northern_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,2.5,512.0,-37.80046,145.0032,4019.0,3067.0,46.0,2.0,1970.0,847000.0
2016-09-17,Yarra_City,Other,Northern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.726775956284153,0.0,2.5,183.0,-37.8022,144.9975,4019.0,3067.0,46.0,3.0,1970.0,955000.0
2016-09-17,Yarra_City,Biggin,Northern_Metropolitan,Other,36.5,1.0,2.0,73.0,0.4866666666666667,1.0,2.5,150.0,-37.8011,145.0004,4019.0,3067.0,31.0,2.0,1985.0,890000.0
2017-03-18,Yarra_City,Other,Northern_Metropolitan,Other,44.333333333333336,2.0,3.0,133.0,1.0,2.0,2.5,0.0,-37.8093,144.9959,4019.0,3067.0,7.0,3.0,2010.0,900000.0
2017-03-18,Yarra_City,Jellis,Northern_Metropolitan,Other,9.0,2.0,3.0,27.0,0.0062937062937062,2.0,2.5,4290.0,-37.8078,144.9965,4019.0,3067.0,47.0,3.0,1970.0,1090000.0
2016-06-18,Yarra_City,Other,Northern_Metropolitan,Other,30.0,1.0,2.0,60.0,1.0,1.0,2.5,0.0,-37.8015,144.9972,4019.0,3067.0,46.0,2.0,1970.0,500000.0
2016-06-18,Yarra_City,Biggin,Northern_Metropolitan,Other,67.5,2.0,2.0,135.0,1.0887096774193548,1.0,2.5,124.0,-37.8079,144.9977,4019.0,3067.0,3.0,2.0,2013.0,1100000.0
2016-11-19,Yarra_City,Biggin,Northern_Metropolitan,Other,133.0,1.0,3.0,133.0,0.259765625,2.0,2.5,512.0,-37.80046,145.0032,4019.0,3067.0,46.0,1.0,1970.0,480000.0
2016-05-22,Yarra_City,Hockingstuart,Northern_Metropolitan,Other,133.0,1.0,3.0,133.0,0.259765625,2.0,2.5,512.0,-37.80046,145.0032,4019.0,3067.0,46.0,1.0,1970.0,423500.0
2016-08-22,Yarra_City,Greg,Northern_Metropolitan,Other,133.0,1.0,1.0,133.0,1.0,1.0,2.5,0.0,-37.8016,144.9988,4019.0,3067.0,46.0,1.0,1970.0,426000.0
2016-08-22,Yarra_City,Nelson,Northern_Metropolitan,Other,58.0,3.0,3.0,174.0,1.0481927710843373,1.0,2.5,166.0,-37.8017,145.0001,4019.0,3067.0,4.0,3.0,2012.0,1447500.0
2016-08-22,Yarra_City,Jellis,Northern_Metropolitan,Other,50.0,1.0,1.0,50.0,1.0,1.0,2.5,0.0,-37.8078,144.9965,4019.0,3067.0,46.0,1.0,1970.0,457000.0
2016-08-22,Yarra_City,Nelson,Northern_Metropolitan,Other,64.0,2.0,2.0,128.0,1.3061224489795915,2.0,2.5,98.0,-37.8005,144.9952,4019.0,3067.0,96.0,2.0,1920.0,1135000.0
2016-04-23,Yarra_City,Biggin,Northern_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,2.5,512.0,-37.80046,145.0032,4019.0,3067.0,46.0,2.0,1970.0,700000.0
2016-09-24,Yarra_City,Other,Northern_Metropolitan,Other,33.25,3.0,4.0,133.0,1.0,1.0,2.5,0.0,-37.7994,144.9965,4019.0,3067.0,46.0,4.0,1970.0,1542000.0
2017-02-25,Yarra_City,Jellis,Northern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,2.5,512.0,-37.7972,144.9969,4019.0,3067.0,47.0,3.0,1970.0,962000.0
2017-02-25,Yarra_City,Biggin,Northern_Metropolitan,Other,6.0,2.0,3.0,18.0,0.1224489795918367,2.0,2.5,147.0,-37.805,144.9943,4019.0,3067.0,47.0,3.0,1970.0,1290000.0
2017-02-25,Yarra_City,Biggin,Northern_Metropolitan,Other,41.333333333333336,1.0,3.0,124.0,0.7380952380952381,1.0,2.5,168.0,-37.8007,144.9958,4019.0,3067.0,67.0,3.0,1950.0,1290000.0
2016-07-26,Yarra_City,Nelson,Northern_Metropolitan,Other,50.0,1.0,1.0,50.0,1.0,1.0,2.5,0.0,-37.8055,144.9961,4019.0,3067.0,3.0,1.0,2013.0,470000.0
2016-11-27,Yarra_City,Jellis,Northern_Metropolitan,Other,42.66666666666666,2.0,3.0,128.0,1.0666666666666669,1.0,2.5,120.0,-37.8022,144.9954,4019.0,3067.0,18.0,3.0,1998.0,1195000.0
2016-05-28,Yarra_City,Biggin,Northern_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,2.5,512.0,-37.80046,145.0032,4019.0,3067.0,46.0,2.0,1970.0,970000.0
2016-07-30,Yarra_City,Biggin,Northern_Metropolitan,Other,40.5,1.0,2.0,81.0,0.4709302325581395,1.0,2.5,172.0,-37.8086,144.9946,4019.0,3067.0,86.0,2.0,1930.0,1030000.0
2016-07-30,Yarra_City,Biggin,Northern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,2.5,512.0,-37.80046,145.0032,4019.0,3067.0,46.0,3.0,1970.0,927000.0
2016-03-09,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,75.0,2.0,3.0,225.0,0.7425742574257426,1.0,13.5,303.0,-37.718,144.878,3464.0,3042.0,0.0,3.0,2016.0,840000.0
2016-03-12,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,48.333333333333336,2.0,3.0,145.0,1.0,1.0,13.5,0.0,-37.7203,144.8755,3464.0,3042.0,51.0,3.0,1965.0,730000.0
2017-04-03,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,48.333333333333336,2.0,3.0,145.0,1.0,1.0,13.5,0.0,-37.7203,144.8755,3464.0,3042.0,52.0,3.0,1965.0,770000.0
2017-04-03,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,42.0,1.0,2.0,84.0,0.3088235294117647,1.0,13.5,272.0,-37.7294,144.888,3464.0,3042.0,67.0,2.0,1950.0,603000.0
2017-04-03,Moonee_Valley_City,Brad,Western_Metropolitan,Other,44.66666666666666,2.0,3.0,134.0,0.5606694560669456,2.0,13.5,239.0,-37.7218,144.8837,3464.0,3042.0,8.0,3.0,2009.0,700000.0
2017-04-03,Moonee_Valley_City,Other,Western_Metropolitan,Other,38.66666666666666,1.0,2.0,116.0,0.4,1.0,13.5,290.0,-37.7273,144.8744,3464.0,3042.0,37.0,3.0,1980.0,600000.0
2017-04-03,Moonee_Valley_City,Barry,Western_Metropolitan,Other,43.0,1.0,2.0,86.0,0.5119047619047619,1.0,13.5,168.0,-37.7215,144.8864,3464.0,3042.0,6.0,2.0,2011.0,500000.0
2016-04-06,Moonee_Valley_City,Barry,Western_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,2.0,1970.0,420000.0
2016-04-06,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,500000.0
2016-06-08,Moonee_Valley_City,Other,Western_Metropolitan,Other,26.6,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,5.0,1970.0,1035000.0
2016-06-08,Moonee_Valley_City,Barry,Western_Metropolitan,Other,33.25,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,4.0,1970.0,960000.0
2016-06-08,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,33.25,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,4.0,1970.0,960000.0
2016-06-08,Moonee_Valley_City,Barry,Western_Metropolitan,Other,44.333333333333336,1.0,2.0,133.0,0.214516129032258,1.0,13.5,620.0,-37.7173,144.8872,3464.0,3042.0,46.0,3.0,1970.0,720000.0
2016-06-08,Moonee_Valley_City,Other,Western_Metropolitan,Other,31.75,1.0,3.0,127.0,0.2127303182579564,2.0,13.5,597.0,-37.7259,144.8792,3464.0,3042.0,46.0,4.0,1970.0,785000.0
2016-07-05,Moonee_Valley_City,Barry,Western_Metropolitan,Other,45.0,1.0,2.0,90.0,0.8181818181818182,1.0,13.5,110.0,-37.7216,144.871,3464.0,3042.0,1.0,2.0,2015.0,450000.0
2016-07-11,Moonee_Valley_City,Barry,Western_Metropolitan,Other,36.5,1.0,2.0,73.0,0.5177304964539007,1.0,13.5,141.0,-37.7298,144.8883,3464.0,3042.0,3.0,2.0,2013.0,515000.0
2016-08-10,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,680000.0
2016-10-09,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,47.0,1.0,2.0,94.0,0.7833333333333333,1.0,13.5,120.0,-37.7234,144.8792,3464.0,3042.0,4.0,2.0,2012.0,530000.0
2016-10-09,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,600000.0
2016-10-12,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,35.0,1.0,3.0,105.0,1.0,1.0,13.5,0.0,-37.7217,144.8783,3464.0,3042.0,66.0,3.0,1950.0,805000.0
2016-10-12,Moonee_Valley_City,Barry,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,760000.0
2017-11-02,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,43.333333333333336,1.0,3.0,130.0,0.490566037735849,1.0,13.5,265.0,-37.7302,144.8855,3464.0,3042.0,24.0,3.0,1993.0,752000.0
2016-12-11,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,580000.0
2016-12-11,Moonee_Valley_City,Ray,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,725000.0
2016-08-13,Moonee_Valley_City,Jellis,Western_Metropolitan,Other,33.25,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,4.0,1970.0,758000.0
2016-08-13,Moonee_Valley_City,Barry,Western_Metropolitan,Other,66.5,1.0,2.0,133.0,0.6927083333333334,1.0,13.5,192.0,-37.7177,144.8787,3464.0,3042.0,46.0,2.0,1970.0,440000.0
2016-05-14,Moonee_Valley_City,Barry,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,970000.0
2016-05-14,Moonee_Valley_City,Other,Western_Metropolitan,Other,26.6,2.0,3.0,133.0,0.2231543624161074,2.0,13.5,596.0,-37.7248,144.8699,3464.0,3042.0,46.0,5.0,1970.0,755000.0
2016-10-15,Moonee_Valley_City,Barry,Western_Metropolitan,Other,33.25,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,4.0,1970.0,985000.0
2016-10-15,Moonee_Valley_City,Brad,Western_Metropolitan,Other,44.333333333333336,2.0,3.0,133.0,0.806060606060606,2.0,13.5,165.0,-37.727,144.887,3464.0,3042.0,7.0,3.0,2009.0,700000.0
2016-10-15,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,2.0,1970.0,509500.0
2016-04-16,Moonee_Valley_City,Barry,Western_Metropolitan,Other,37.66666666666666,1.0,3.0,113.0,0.1163748712667353,2.0,13.5,971.0,-37.7186,144.876,3464.0,3042.0,56.0,3.0,1960.0,830000.0
2016-07-16,Moonee_Valley_City,Barry,Western_Metropolitan,Other,66.5,1.0,2.0,133.0,0.8109756097560976,1.0,13.5,164.0,-37.7218,144.8863,3464.0,3042.0,13.0,2.0,2003.0,462500.0
2016-07-16,Moonee_Valley_City,Barry,Western_Metropolitan,Other,44.333333333333336,2.0,3.0,133.0,0.2024353120243531,2.0,13.5,657.0,-37.7269,144.8742,3464.0,3042.0,46.0,3.0,1970.0,670000.0
2016-07-16,Moonee_Valley_City,Barry,Western_Metropolitan,Other,50.0,1.0,2.0,100.0,0.1633986928104575,1.0,13.5,612.0,-37.7187,144.8765,3464.0,3042.0,41.0,2.0,1975.0,675000.0
2016-09-17,Moonee_Valley_City,Other,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.1716129032258064,1.0,13.5,775.0,-37.7231,144.8835,3464.0,3042.0,46.0,3.0,1970.0,910000.0
2016-09-17,Moonee_Valley_City,Barry,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,715000.0
2017-03-18,Moonee_Valley_City,Barry,Western_Metropolitan,Other,64.0,3.0,3.0,192.0,0.3459459459459459,2.0,13.5,555.0,-37.7285,144.8694,3464.0,3042.0,37.0,3.0,1980.0,810000.0
2017-03-18,Moonee_Valley_City,Other,Western_Metropolitan,Other,42.0,2.0,3.0,126.0,0.2985781990521327,2.0,13.5,422.0,-37.7164,144.8792,3464.0,3042.0,22.0,3.0,1995.0,715000.0
2017-03-18,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.2166123778501628,3.0,13.5,614.0,-37.7194,144.8827,3464.0,3042.0,47.0,3.0,1970.0,790000.0
2016-06-18,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,2.0,1970.0,460000.0
2016-06-18,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,33.666666666666664,2.0,2.0,101.0,0.6273291925465838,1.0,13.5,161.0,-37.7231,144.8802,3464.0,3042.0,6.0,3.0,2010.0,540000.0
2016-11-19,Moonee_Valley_City,Barry,Western_Metropolitan,Other,34.0,2.0,3.0,102.0,0.3481228668941979,1.0,13.5,293.0,-37.72,144.8776,3464.0,3042.0,56.0,3.0,1960.0,825000.0
2016-05-22,Moonee_Valley_City,Barry,Western_Metropolitan,Other,37.66666666666666,1.0,3.0,113.0,0.1951640759930915,1.0,13.5,579.0,-37.7226,144.8733,3464.0,3042.0,41.0,3.0,1975.0,685000.0
2016-05-22,Moonee_Valley_City,Brad,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,445000.0
2016-08-22,Moonee_Valley_City,Barry,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.2134831460674157,1.0,13.5,623.0,-37.7184,144.882,3464.0,3042.0,46.0,3.0,1970.0,805000.0
2016-08-22,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,38.0,1.0,2.0,76.0,0.5390070921985816,1.0,13.5,141.0,-37.7202,144.8797,3464.0,3042.0,46.0,2.0,1970.0,510000.0
2016-08-22,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,44.333333333333336,2.0,3.0,133.0,0.6273584905660378,1.0,13.5,212.0,-37.7181,144.8824,3464.0,3042.0,46.0,3.0,1970.0,612000.0
2016-04-23,Moonee_Valley_City,Brad,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.2173202614379085,2.0,13.5,612.0,-37.7169,144.8815,3464.0,3042.0,46.0,3.0,1970.0,662000.0
2016-09-24,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,33.25,3.0,4.0,133.0,0.25,2.0,13.5,532.0,-37.7263,144.869,3464.0,3042.0,46.0,4.0,1970.0,978000.0
2017-02-25,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.2273504273504273,1.0,13.5,585.0,-37.72,144.878,3464.0,3042.0,47.0,3.0,1970.0,720000.0
2016-07-26,Moonee_Valley_City,Barry,Western_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,2.0,1970.0,474000.0
2016-07-26,Moonee_Valley_City,Other,Western_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,2.0,1970.0,490000.0
2016-06-27,Moonee_Valley_City,Ray,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,405000.0
2016-11-27,Moonee_Valley_City,Barry,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,715000.0
2016-11-27,Moonee_Valley_City,Other,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,671500.0
2016-11-27,Moonee_Valley_City,Other,Western_Metropolitan,Other,33.25,1.0,4.0,133.0,0.2612966601178781,2.0,13.5,509.0,-37.7261,144.8785,3464.0,3042.0,46.0,4.0,1970.0,765000.0
2016-11-27,Moonee_Valley_City,Harcourts,Western_Metropolitan,Other,36.5,2.0,4.0,146.0,0.232484076433121,3.0,13.5,628.0,-37.7256,144.8739,3464.0,3042.0,41.0,4.0,1975.0,900000.0
2016-08-28,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,820000.0
2016-07-30,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,650000.0
2016-07-30,Moonee_Valley_City,Nelson,Western_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,13.5,512.0,-37.80046,145.0032,3464.0,3042.0,46.0,3.0,1970.0,552000.0
2016-03-09,Port_Phillip_City,Other,Southern_Metropolitan,Other,66.5,1.0,2.0,133.0,0.8364779874213837,0.0,3.3,159.0,-37.845,144.9538,3280.0,3206.0,46.0,2.0,1970.0,1455000.0
2016-07-05,Port_Phillip_City,Other,Southern_Metropolitan,Other,66.5,1.0,2.0,133.0,0.7964071856287425,1.0,3.3,167.0,-37.8405,144.9521,3280.0,3206.0,46.0,2.0,1970.0,1550000.0
2016-07-11,Port_Phillip_City,Marshall,Southern_Metropolitan,Other,44.333333333333336,2.0,3.0,133.0,0.1852367688022284,2.0,3.3,718.0,-37.8443,144.9598,3280.0,3206.0,46.0,3.0,1970.0,1550000.0
2016-07-11,Port_Phillip_City,Greg,Southern_Metropolitan,Other,53.0,2.0,3.0,159.0,1.2045454545454546,1.0,3.3,132.0,-37.8415,144.952,3280.0,3206.0,20.0,3.0,1996.0,1800000.0
2016-08-10,Port_Phillip_City,Other,Southern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,3.3,512.0,-37.80046,145.0032,3280.0,3206.0,46.0,3.0,1970.0,2485000.0
2016-10-09,Port_Phillip_City,Other,Southern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.525691699604743,1.0,3.3,253.0,-37.8443,144.9579,3280.0,3206.0,46.0,3.0,1970.0,1800000.0
2016-10-12,Port_Phillip_City,Greg,Southern_Metropolitan,Other,66.5,1.0,2.0,133.0,0.5541666666666667,0.0,3.3,240.0,-37.8379,144.9539,3280.0,3206.0,46.0,2.0,1970.0,1810000.0
2016-10-12,Port_Phillip_City,Greg,Southern_Metropolitan,Other,26.6,2.0,5.0,133.0,0.5611814345991561,1.0,3.3,237.0,-37.8436,144.9557,3280.0,3206.0,46.0,5.0,1970.0,2100000.0
2016-10-12,Port_Phillip_City,Hockingstuart,Southern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,1.0310077519379846,0.0,3.3,129.0,-37.8422,144.949,3280.0,3206.0,46.0,3.0,1970.0,1300000.0
2016-12-06,Port_Phillip_City,Greg,Southern_Metropolitan,Other,28.33333333333333,2.0,3.0,85.0,1.0,2.0,3.3,0.0,-37.8451,144.9511,3280.0,3206.0,16.0,3.0,2000.0,1370000.0
2016-12-11,Port_Phillip_City,Other,Southern_Metropolitan,Other,66.5,1.0,2.0,133.0,0.4618055555555556,0.0,3.3,288.0,-37.8407,144.9523,3280.0,3206.0,46.0,2.0,1970.0,1000000.0
2016-10-15,Port_Phillip_City,Greg,Southern_Metropolitan,Other,44.333333333333336,2.0,3.0,133.0,0.5833333333333334,1.0,3.3,228.0,-37.8445,144.9501,3280.0,3206.0,46.0,3.0,1970.0,2575000.0
2016-05-22,Port_Phillip_City,Greg,Southern_Metropolitan,Other,66.5,1.0,2.0,133.0,1.0,1.0,3.3,0.0,-37.846,144.9542,3280.0,3206.0,46.0,2.0,1970.0,647000.0
2017-02-25,Port_Phillip_City,Marshall,Southern_Metropolitan,Other,34.0,1.0,1.0,34.0,1.0,0.0,3.3,0.0,-37.8421,144.9517,3280.0,3206.0,47.0,1.0,1970.0,442500.0
2017-02-25,Port_Phillip_City,Greg,Southern_Metropolitan,Other,66.5,1.0,2.0,133.0,0.9779411764705882,0.0,3.3,136.0,-37.846,144.9517,3280.0,3206.0,47.0,2.0,1970.0,1340000.0
2017-02-25,Port_Phillip_City,Hockingstuart,Southern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.6584158415841584,1.0,3.3,202.0,-37.8429,144.9493,3280.0,3206.0,47.0,3.0,1970.0,1801000.0
2016-07-26,Port_Phillip_City,Other,Southern_Metropolitan,Other,44.333333333333336,3.0,3.0,133.0,1.0,1.0,3.3,0.0,-37.8415,144.9585,3280.0,3206.0,46.0,3.0,1970.0,1532000.0
2016-06-27,Port_Phillip_City,Marshall,Southern_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,3.3,512.0,-37.80046,145.0032,3280.0,3206.0,46.0,2.0,1970.0,1810000.0
2016-11-27,Port_Phillip_City,Marshall,Southern_Metropolitan,Other,66.5,1.0,2.0,133.0,0.8209876543209876,1.0,3.3,162.0,-37.8416,144.9488,3280.0,3206.0,46.0,2.0,1970.0,1750000.0
2016-08-28,Port_Phillip_City,Hockingstuart,Southern_Metropolitan,Other,44.333333333333336,2.0,3.0,133.0,0.875,0.0,3.3,152.0,-37.8488,144.9551,3280.0,3206.0,46.0,3.0,1970.0,2030000.0
2016-03-09,Darebin_City,Other,Northern_Metropolitan,Other,65.75,2.0,3.0,263.0,0.3083235638921454,4.0,6.4,853.0,-37.7707,145.0318,2211.0,3078.0,86.0,4.0,1930.0,2000000.0
2016-03-09,Darebin_City,Jellis,Northern_Metropolitan,Other,44.333333333333336,2.0,3.0,133.0,0.6394230769230769,2.0,6.4,208.0,-37.7854,145.0325,2211.0,3078.0,3.0,3.0,2013.0,1110000.0
